listing_id,date
42932,2013-09-02
42932,2014-08-11
42932,2014-12-31
42932,2015-04-20
42932,2015-06-13
42932,2015-06-24
42932,2015-09-02
42932,2015-12-18
42932,2016-01-30
42932,2016-03-05
42932,2016-05-01
42932,2016-05-05
42932,2016-05-09
42932,2017-05-30
42932,2017-06-02
42932,2017-06-09
42932,2017-06-16
42932,2017-06-22
42932,2017-07-02
42932,2017-08-18
42932,2017-09-06
42932,2017-09-11
42932,2017-09-19
42932,2017-10-14
42932,2018-05-10
42932,2018-05-13
42932,2018-05-31
42932,2018-06-14
42932,2018-06-30
42932,2018-07-02
43431,2010-12-05
43431,2010-12-31
43431,2011-02-16
43431,2011-05-29
43431,2011-08-14
43431,2011-08-28
43431,2011-09-09
43431,2011-10-03
43431,2011-10-22
43431,2011-11-26
43431,2012-01-10
43431,2012-02-20
43431,2012-03-15
43431,2012-05-14
43431,2012-06-09
43431,2012-06-30
43431,2012-08-05
43431,2012-08-26
43431,2012-09-03
43431,2012-10-08
43431,2012-10-19
43431,2012-11-04
43431,2013-02-26
43431,2013-03-11
43431,2013-04-20
43431,2013-05-12
43431,2013-05-19
43431,2013-05-27
43431,2013-06-24
43431,2013-07-20
43431,2013-07-27
43431,2013-08-23
43431,2013-08-25
43431,2013-08-30
43431,2013-12-18
43431,2014-04-22
43431,2014-05-12
43431,2014-05-26
43431,2014-06-18
43431,2014-08-12
43431,2014-08-13
43431,2015-01-06
43431,2015-04-30
43431,2015-05-10
43431,2015-11-08
43431,2016-07-31
43431,2016-10-04
43431,2016-10-25
71725,2011-02-15
71725,2011-02-18
71725,2011-02-20
71725,2011-02-28
71725,2011-03-04
71725,2011-03-07
71725,2011-03-17
71725,2011-03-21
71725,2011-03-28
71725,2011-04-21
71725,2011-04-21
71725,2011-04-21
71725,2011-04-23
71725,2011-05-02
71725,2011-05-04
71725,2011-05-06
71725,2011-05-09
71725,2011-05-13
71725,2011-05-16
71725,2011-05-20
71725,2013-06-15
71725,2013-07-21
71725,2013-07-29
71725,2013-08-13
71725,2013-08-18
71725,2013-08-22
71725,2013-08-27
71725,2015-01-21
71725,2015-01-29
71725,2015-02-21
71725,2015-03-25
71725,2015-05-25
71725,2015-06-10
71725,2015-06-16
71725,2015-06-21
71725,2015-07-21
71725,2015-08-03
71725,2015-08-23
71725,2015-08-31
71725,2015-09-07
71725,2015-09-21
71725,2015-10-25
71725,2016-03-18
71725,2017-03-02
71725,2017-04-18
77108,2011-04-26
77108,2011-05-17
77108,2011-05-27
77108,2011-06-03
77108,2011-06-20
77108,2011-07-27
77108,2011-08-12
77108,2011-08-17
77108,2011-09-16
77108,2011-11-10
77108,2012-01-02
77108,2012-02-21
77108,2012-04-17
77108,2018-08-13
85902,2011-05-28
85902,2011-07-18
85902,2011-08-19
85902,2011-09-26
85902,2012-07-11
85902,2013-06-09
85902,2013-07-09
85902,2013-08-15
85902,2013-09-09
85902,2013-10-29
85902,2013-11-18
85902,2014-01-03
85902,2014-05-03
85902,2014-08-26
85902,2014-08-28
85902,2014-09-07
85902,2014-09-21
85902,2015-02-23
85902,2015-04-07
85902,2015-05-25
85902,2015-06-14
85902,2015-06-21
85902,2015-11-10
85902,2015-12-31
85902,2016-02-08
85902,2016-03-27
85902,2016-04-02
85902,2016-04-06
85902,2016-05-31
85902,2016-06-18
85902,2016-09-20
85902,2016-09-25
85902,2016-12-29
85902,2017-04-16
85902,2017-07-12
85902,2017-07-21
85902,2017-08-04
85902,2017-08-14
85902,2017-09-19
85902,2018-06-11
85902,2018-06-18
85902,2018-07-11
85902,2018-07-12
85902,2018-07-15
85902,2018-07-23
85902,2018-08-05
85902,2018-08-12
88338,2015-12-30
88338,2016-03-15
88338,2016-05-16
88338,2016-06-06
88338,2016-07-03
88338,2016-07-22
88338,2016-09-13
88338,2017-01-22
88338,2017-04-06
88338,2017-04-18
92103,2011-05-29
92103,2011-06-06
92103,2011-06-09
92103,2011-06-11
92103,2011-06-18
92103,2011-06-22
92103,2011-06-26
92103,2011-08-11
92103,2011-08-16
92103,2011-09-05
92103,2011-09-09
92103,2011-10-17
92103,2011-10-27
92103,2011-11-23
92103,2013-06-16
92103,2013-06-25
92103,2013-06-29
92103,2013-08-03
92103,2013-08-12
92103,2013-08-18
123041,2011-06-16
123041,2011-06-17
123041,2011-06-22
123041,2011-06-26
123041,2011-08-06
123041,2011-09-05
123041,2011-09-14
123041,2012-02-16
123041,2012-02-21
123041,2012-02-27
123041,2012-03-19
123041,2012-03-25
123041,2012-05-19
123041,2012-05-24
123041,2012-05-28
123041,2012-06-07
123041,2012-06-17
123041,2012-06-22
123041,2012-06-25
123041,2012-06-29
123041,2012-07-01
123041,2012-07-02
123041,2012-07-25
123041,2012-08-04
123041,2012-08-14
123041,2012-08-21
123041,2012-08-23
123041,2012-08-28
123041,2012-09-09
123041,2012-09-17
123041,2012-09-21
123041,2012-09-23
123041,2012-10-05
123041,2012-10-20
123041,2012-10-24
123041,2012-10-29
123041,2012-11-04
123041,2012-11-19
123041,2012-11-28
123041,2012-12-04
123041,2012-12-17
123041,2012-12-20
123041,2013-01-27
123041,2013-02-08
123041,2013-02-18
123041,2013-02-26
123041,2013-02-28
123041,2013-03-02
123041,2013-03-13
123041,2013-03-16
123041,2013-04-10
123041,2013-04-11
123041,2013-05-13
123041,2013-05-16
123041,2013-05-20
123041,2013-05-24
123041,2013-07-04
123041,2013-07-05
123041,2013-07-15
123041,2013-07-22
123041,2013-07-27
123041,2013-08-03
123041,2013-08-09
123041,2013-08-11
123041,2013-08-15
123041,2013-08-19
123041,2013-08-21
123041,2013-08-28
123041,2013-09-04
123041,2013-09-16
123041,2013-10-08
123041,2013-11-09
123041,2013-12-01
123041,2013-12-05
123041,2013-12-07
123041,2013-12-13
123041,2013-12-17
123041,2014-04-07
123041,2014-04-10
123041,2014-04-16
123041,2014-05-06
123041,2014-05-09
123041,2014-05-14
123041,2014-05-17
123041,2014-05-20
123041,2014-05-23
123041,2014-05-26
123041,2014-05-27
123041,2014-05-28
123041,2014-05-30
123041,2014-06-04
123041,2014-06-10
123041,2014-06-16
123041,2014-06-17
123041,2014-06-23
123041,2014-07-02
123041,2014-07-08
123041,2014-07-18
123041,2014-07-21
123041,2014-07-30
123041,2014-08-09
123041,2014-08-14
123041,2014-08-21
123041,2014-10-01
123041,2014-10-17
123041,2014-10-23
123041,2014-10-28
123041,2014-10-31
123041,2014-11-05
123041,2014-11-12
123041,2014-11-30
123041,2014-12-07
123041,2014-12-14
123041,2015-01-08
123041,2015-01-11
123041,2015-02-12
123041,2015-02-15
123041,2015-02-27
123041,2015-03-01
123041,2015-03-02
123041,2015-03-09
123041,2015-03-12
123041,2015-03-22
123041,2015-03-30
123041,2015-04-15
123041,2015-04-22
123041,2015-05-03
123041,2015-05-04
123041,2015-05-05
123041,2015-05-30
123041,2015-06-01
123041,2015-06-05
123041,2015-06-07
123041,2015-06-09
123041,2015-07-10
123041,2015-07-13
123041,2015-07-20
123041,2015-08-01
123041,2015-08-03
123041,2015-08-04
123041,2015-08-08
123041,2015-08-18
123041,2015-08-19
123041,2015-08-21
123041,2015-09-08
123041,2015-09-10
123041,2015-09-17
123041,2015-09-25
123041,2015-10-05
123041,2015-10-07
123041,2015-10-16
123041,2015-10-19
123041,2015-10-28
123041,2015-10-31
123041,2015-11-01
123041,2015-11-05
123041,2015-11-15
123041,2015-11-18
123041,2015-11-23
123041,2015-11-25
123041,2015-11-29
123041,2015-12-20
123041,2015-12-22
123041,2016-01-09
123041,2016-01-12
123041,2016-01-15
123041,2016-01-22
123041,2016-01-24
123041,2016-01-27
123041,2016-01-29
123041,2016-02-02
123041,2016-02-05
123041,2016-02-15
123041,2016-02-21
123041,2016-02-25
123041,2016-03-03
123041,2016-03-11
123041,2016-03-15
123041,2016-03-23
123041,2016-04-12
123041,2016-05-17
123041,2016-05-21
123041,2016-05-24
123041,2016-05-27
123041,2016-06-28
123041,2016-07-02
123041,2016-07-17
123041,2016-08-05
123041,2016-08-10
123041,2016-08-17
123041,2016-08-20
123041,2016-08-21
123041,2016-08-26
123041,2016-08-29
123041,2016-09-04
123041,2016-09-12
123041,2016-09-16
123041,2016-10-03
123041,2016-10-07
123041,2016-10-13
123041,2016-10-16
123041,2016-10-21
123041,2016-10-23
123041,2016-11-07
123041,2016-12-03
123041,2016-12-14
123041,2017-01-11
123041,2017-01-21
123041,2017-02-05
123041,2017-02-26
123041,2017-03-05
123041,2017-03-15
123041,2017-04-22
123041,2017-04-25
123041,2017-05-07
123041,2017-05-15
123041,2017-05-19
123041,2017-06-27
123041,2017-06-29
123041,2017-08-31
123041,2017-09-03
123041,2017-09-14
123041,2017-10-02
123041,2017-11-02
123041,2017-11-17
123041,2017-11-25
123041,2017-12-03
123041,2018-01-15
123041,2018-07-02
149776,2011-07-16
149776,2011-07-30
149776,2011-09-01
149776,2011-09-18
149776,2011-10-17
149776,2011-10-25
149776,2011-11-04
149776,2011-11-08
149776,2012-05-15
149776,2012-06-03
149776,2012-06-06
149776,2012-08-23
149776,2012-08-24
149776,2012-10-06
149776,2012-11-02
149776,2012-11-16
149776,2013-02-04
149776,2013-02-26
149776,2013-05-06
149776,2013-05-13
149776,2013-06-05
149776,2013-06-16
149776,2013-06-19
149776,2013-08-23
149776,2013-08-28
149776,2013-10-08
149776,2014-06-05
149776,2014-08-24
149776,2015-05-03
149776,2015-06-06
149776,2018-07-01
149960,2011-06-26
149960,2011-07-27
149960,2011-07-29
149960,2011-08-01
149960,2011-08-05
149960,2011-08-08
149960,2011-08-11
149960,2011-08-21
149960,2011-08-22
149960,2011-08-27
149960,2011-08-29
149960,2011-09-02
149960,2011-09-06
149960,2011-09-12
149960,2011-09-16
149960,2011-09-18
149960,2011-09-20
149960,2011-10-12
149960,2011-10-24
149960,2011-11-01
149960,2011-11-02
149960,2011-11-06
149960,2011-11-07
149960,2011-11-13
149960,2011-11-21
149960,2011-11-28
149960,2011-12-12
149960,2011-12-24
149960,2012-01-15
149960,2012-01-24
149960,2012-01-29
149960,2012-02-05
149960,2012-02-13
149960,2012-02-18
149960,2012-03-04
149960,2012-06-20
149960,2012-06-25
149960,2012-07-01
149960,2012-07-02
149960,2012-07-22
149960,2012-07-24
149960,2012-08-03
149960,2012-08-13
149960,2012-08-16
149960,2012-09-06
149960,2012-09-15
149960,2012-09-26
149960,2013-03-04
149960,2013-03-11
149960,2013-06-30
149960,2013-07-06
149960,2013-07-08
149960,2013-07-10
149960,2013-07-15
149960,2013-07-20
149960,2013-07-21
149960,2013-07-30
149960,2013-07-31
149960,2013-08-03
149960,2013-08-07
149960,2014-01-02
149960,2014-01-03
149960,2014-01-13
149960,2014-06-20
149960,2014-06-24
149960,2014-06-27
149960,2014-07-08
149960,2014-08-09
149960,2015-04-06
149960,2015-04-11
149960,2015-04-18
149960,2015-04-25
149960,2015-05-03
149960,2015-05-04
149960,2015-05-17
149960,2015-05-22
149960,2015-05-24
149960,2015-05-27
149960,2015-05-28
149960,2015-05-31
149960,2015-06-06
149960,2015-06-11
149960,2015-06-14
149960,2015-06-15
149960,2015-06-28
149960,2015-06-30
149960,2015-07-06
149960,2015-07-18
149960,2015-07-22
149960,2015-07-26
149960,2015-08-08
149960,2017-06-06
149960,2018-08-10
149960,2018-08-19
163128,2011-08-13
163128,2011-08-17
163128,2011-09-01
163128,2014-06-12
163128,2014-06-25
163128,2014-06-30
163128,2014-07-04
163128,2014-07-11
163128,2014-07-25
163128,2014-07-29
163128,2014-08-12
163128,2014-08-20
163128,2014-08-22
163128,2016-04-08
163128,2016-04-11
163128,2016-05-08
163128,2016-05-30
163128,2016-06-11
163128,2016-06-19
163128,2016-06-21
163128,2016-06-26
163128,2016-07-02
163128,2016-07-14
163128,2016-07-30
163128,2016-08-06
163128,2016-08-14
163128,2016-08-23
163128,2016-09-03
163128,2016-09-27
163128,2016-10-05
163128,2016-10-11
163128,2016-10-17
163128,2016-11-06
174372,2011-07-25
174372,2011-08-04
174372,2011-08-22
174372,2011-09-12
174372,2011-10-10
174372,2011-11-07
174372,2012-01-02
174372,2012-03-13
174372,2012-03-19
174372,2012-04-02
174372,2012-04-08
174372,2012-04-23
174372,2012-05-01
174372,2012-05-10
174372,2012-05-29
174372,2012-06-18
174372,2012-07-02
174372,2012-07-17
174372,2012-07-24
174372,2012-07-29
174372,2012-08-27
174372,2012-08-29
174372,2013-01-03
174372,2013-06-03
174372,2013-06-10
174372,2013-07-06
174372,2013-07-12
174372,2013-07-24
174372,2014-06-06
174372,2014-06-11
174372,2014-06-14
174372,2014-06-18
174372,2014-06-22
174372,2014-09-25
174372,2014-09-29
174372,2014-10-26
189484,2015-07-01
213353,2011-09-08
213353,2011-09-20
213353,2011-11-01
213353,2011-11-27
213353,2012-01-02
213353,2012-05-17
213353,2012-06-10
213353,2012-08-31
213353,2013-03-16
213353,2013-05-13
213353,2013-05-27
213353,2013-05-29
213353,2013-06-06
213353,2013-06-07
213353,2013-06-22
213353,2013-08-13
213353,2013-08-22
213353,2013-08-30
213353,2013-09-01
213353,2013-09-05
213353,2013-10-29
213353,2013-11-11
213353,2013-11-25
213353,2013-12-02
213353,2013-12-22
213353,2014-03-10
213353,2014-04-15
213353,2014-04-18
213353,2014-04-22
213353,2014-04-23
213353,2014-05-02
213353,2014-05-11
213353,2014-05-28
213353,2014-06-03
213353,2014-06-05
213353,2014-06-06
213353,2014-06-09
213353,2014-06-10
213353,2014-06-14
213353,2014-06-17
213353,2014-06-18
213353,2014-06-19
213353,2014-06-24
213353,2014-07-01
213353,2014-07-07
213353,2014-07-12
213353,2014-08-02
213353,2014-08-03
213353,2014-08-11
213353,2014-08-14
213353,2014-08-16
213353,2014-08-18
213353,2014-08-20
213353,2014-08-23
213353,2014-08-25
213353,2014-08-27
213353,2014-08-30
213353,2014-09-02
213353,2014-09-04
213353,2014-09-08
213353,2014-09-16
213353,2014-09-22
213353,2014-10-01
213353,2014-10-05
213353,2014-10-13
213353,2014-10-24
213353,2014-10-28
213353,2014-11-06
213353,2014-11-11
213353,2014-11-25
213353,2014-11-29
213353,2014-12-21
213353,2014-12-24
213353,2015-01-05
213353,2015-09-13
213353,2015-09-25
213353,2015-10-16
213353,2015-10-17
213353,2015-10-26
213353,2015-11-10
213353,2015-11-23
213353,2015-12-08
213353,2015-12-20
213353,2016-01-09
213353,2016-01-17
213353,2016-01-26
213353,2016-03-08
213353,2016-03-13
213353,2016-03-15
213353,2016-03-27
213353,2016-03-29
213353,2016-04-05
213353,2016-04-05
213353,2016-05-16
213353,2016-05-27
213353,2016-06-04
213353,2016-07-28
213353,2016-07-29
213353,2016-07-30
213353,2016-08-01
213353,2016-08-02
213353,2016-08-06
213353,2016-08-07
213353,2016-08-12
213353,2016-08-24
213353,2016-09-14
213353,2017-04-01
213353,2017-04-27
213353,2017-05-12
213353,2017-05-27
213353,2017-05-31
213353,2017-06-02
213353,2017-06-24
213353,2017-07-02
213353,2017-07-09
213353,2017-07-12
213353,2017-07-25
213353,2017-08-16
213353,2017-08-17
213353,2017-08-18
213353,2017-08-24
213353,2017-08-27
213353,2017-08-29
213353,2017-09-02
213353,2017-09-06
213353,2017-09-09
213353,2017-09-12
213353,2017-09-25
213353,2017-10-01
213353,2017-10-02
213353,2017-10-07
213353,2017-10-14
213353,2017-10-15
213353,2017-10-26
213353,2017-11-05
213353,2017-11-12
213353,2017-11-23
213353,2017-11-26
213353,2017-12-07
213353,2017-12-10
213353,2017-12-31
213353,2018-01-01
213353,2018-01-07
213353,2018-02-04
213353,2018-02-05
213353,2018-02-18
213353,2018-02-25
213353,2018-03-11
213353,2018-03-17
213353,2018-04-29
213353,2018-05-11
213353,2018-06-10
213353,2018-06-16
213353,2018-06-19
213353,2018-07-05
213353,2018-07-08
213353,2018-07-12
213353,2018-07-12
213353,2018-08-01
213353,2018-08-03
213353,2018-08-04
213353,2018-08-07
213353,2018-08-10
225855,2015-07-19
225855,2015-08-27
225855,2015-11-14
225855,2016-04-15
225855,2016-04-22
225855,2016-06-02
225855,2016-06-25
225855,2016-08-03
225855,2016-09-05
256459,2012-10-09
256459,2012-10-16
256459,2012-10-20
256459,2012-10-22
256459,2012-10-28
256459,2012-11-02
256459,2012-11-07
256459,2012-11-07
256459,2012-11-19
256459,2012-11-28
256459,2012-12-08
256459,2012-12-11
256459,2012-12-17
256459,2012-12-23
256459,2012-12-24
256459,2012-12-27
256459,2013-01-03
256459,2013-01-07
256459,2013-01-29
256459,2013-02-04
256459,2013-02-17
256459,2013-03-08
256459,2013-04-10
256459,2013-04-20
256459,2013-04-21
256459,2013-05-02
256459,2013-05-06
256459,2013-05-13
256459,2013-05-16
256459,2013-05-20
256459,2013-05-24
256459,2013-05-28
256459,2013-06-09
256459,2013-06-14
256459,2013-06-15
256459,2013-06-17
256459,2013-06-19
256459,2013-06-21
256459,2013-06-27
256459,2013-06-30
256459,2013-07-04
256459,2013-07-14
256459,2013-07-17
256459,2013-07-21
256459,2013-07-25
256459,2013-07-29
256459,2013-08-03
256459,2013-08-06
256459,2013-08-11
256459,2013-08-13
256459,2013-08-18
256459,2013-08-19
256459,2013-08-21
256459,2013-08-25
256459,2013-08-30
256459,2013-08-31
256459,2013-09-09
256459,2013-09-10
256459,2013-09-13
256459,2013-09-20
256459,2013-10-14
256459,2013-10-31
256459,2013-11-04
256459,2013-11-08
256459,2013-11-16
256459,2013-11-24
256459,2013-11-25
256459,2013-12-30
256459,2014-01-04
256459,2014-01-29
256459,2014-02-01
256459,2014-02-19
256459,2014-03-04
256459,2014-03-08
256459,2014-03-24
256459,2014-04-01
256459,2014-04-08
256459,2014-04-22
256459,2014-04-28
256459,2014-05-07
256459,2014-05-17
256459,2014-05-26
256459,2014-06-01
256459,2014-06-02
256459,2014-06-06
256459,2014-06-08
256459,2014-06-17
256459,2014-06-22
256459,2014-06-25
256459,2014-07-02
256459,2014-07-10
256459,2014-07-18
256459,2014-07-22
256459,2014-07-25
256459,2014-07-28
256459,2014-07-29
256459,2014-08-05
256459,2014-08-09
256459,2014-08-15
256459,2014-08-18
256459,2014-08-31
256459,2014-09-05
256459,2014-09-10
256459,2014-09-13
256459,2014-09-23
256459,2014-09-28
256459,2014-09-30
256459,2014-10-05
256459,2014-10-18
256459,2014-10-22
256459,2014-10-26
256459,2014-11-08
256459,2014-11-11
256459,2014-11-26
256459,2014-11-26
256459,2014-12-08
256459,2014-12-15
256459,2014-12-27
256459,2015-01-01
256459,2015-01-12
256459,2015-01-20
256459,2015-01-23
256459,2015-01-29
256459,2015-02-04
256459,2015-02-07
256459,2015-02-15
256459,2015-02-18
256459,2015-03-01
256459,2015-03-07
256459,2015-03-09
256459,2015-03-12
256459,2015-03-15
256459,2015-03-18
256459,2015-03-28
256459,2015-04-02
256459,2015-04-05
256459,2015-04-13
256459,2015-04-24
256459,2015-05-03
256459,2015-05-10
256459,2015-05-15
256459,2015-05-17
256459,2015-05-20
256459,2015-05-24
256459,2015-06-09
256459,2015-06-13
256459,2015-06-15
256459,2015-06-19
256459,2015-06-23
256459,2015-06-26
256459,2015-06-27
256459,2015-07-03
256459,2015-07-21
256459,2015-07-22
256459,2015-07-31
256459,2015-08-09
256459,2015-08-12
256459,2015-08-16
256459,2015-08-20
256459,2015-08-21
256459,2015-08-26
256459,2015-09-01
256459,2015-09-03
256459,2015-09-06
256459,2015-09-10
256459,2015-09-21
256459,2015-10-09
256459,2015-10-18
256459,2015-11-01
256459,2015-11-17
256459,2015-11-21
256459,2015-11-29
256459,2016-02-04
256459,2016-02-13
256459,2016-03-27
256459,2016-04-02
256459,2016-06-01
256459,2016-06-13
256459,2016-10-10
256459,2016-10-11
256459,2016-10-21
256459,2017-03-12
256459,2017-04-30
256459,2017-05-22
256459,2017-05-28
256459,2017-06-30
256459,2017-08-29
256459,2017-09-08
256459,2017-09-25
256459,2017-10-07
256459,2018-03-09
256459,2018-03-31
256459,2018-04-14
256459,2018-04-30
256459,2018-05-13
256459,2018-05-19
256459,2018-05-30
256459,2018-06-19
256459,2018-07-02
256459,2018-07-24
256459,2018-08-03
256459,2018-08-08
256459,2018-08-23
275790,2012-01-10
275790,2014-01-04
275790,2014-06-30
275790,2014-12-22
284644,2012-06-17
284644,2012-06-19
284644,2015-04-28
284644,2015-05-05
284644,2015-05-27
284644,2015-06-06
284644,2015-07-27
284644,2015-07-30
284644,2015-08-21
284644,2015-08-27
284644,2015-08-29
284644,2015-09-06
284644,2015-09-08
284644,2015-09-30
284644,2015-10-19
284644,2015-11-23
284644,2016-03-15
284644,2016-09-04
284644,2016-09-26
284644,2016-10-23
284644,2017-02-04
284644,2017-02-13
284644,2017-02-24
284644,2017-03-06
284644,2017-04-13
284644,2017-04-17
284644,2017-05-11
284644,2017-05-14
284644,2017-05-31
284644,2017-06-09
284644,2017-06-22
284644,2017-07-03
284644,2017-08-05
284644,2017-08-11
284644,2017-08-17
284644,2017-08-29
284644,2017-09-16
284644,2017-09-25
284644,2017-10-09
284644,2017-10-19
284644,2017-11-11
284644,2017-11-17
284644,2017-11-23
284644,2017-12-04
284644,2017-12-12
284644,2017-12-19
284644,2018-01-12
284644,2018-01-26
284644,2018-03-04
284644,2018-03-10
284644,2018-04-20
284644,2018-04-24
284644,2018-05-03
284644,2018-05-10
284644,2018-05-23
284644,2018-05-27
284644,2018-06-16
284644,2018-06-22
284644,2018-06-25
287915,2012-02-14
287915,2012-03-05
287915,2012-04-10
287915,2012-04-30
287915,2012-05-02
287915,2012-05-28
287915,2012-06-11
287915,2012-08-23
287915,2012-08-25
287915,2012-09-17
287915,2013-01-28
287915,2013-02-11
287915,2013-03-04
287915,2013-06-07
287915,2013-06-10
287915,2013-06-17
287915,2013-07-15
287915,2013-09-23
287915,2013-10-21
287915,2014-01-06
287915,2014-07-06
287915,2014-09-08
287915,2014-10-12
287915,2014-11-25
287915,2015-03-06
287915,2015-05-04
287915,2015-05-16
287915,2015-07-07
307651,2012-03-23
307651,2012-05-21
307651,2012-05-26
307651,2012-06-03
307651,2012-07-05
307651,2012-07-23
307651,2012-07-26
307651,2012-07-28
307651,2012-08-08
307651,2012-08-14
307651,2012-08-16
307651,2012-08-23
307651,2012-08-29
307651,2012-12-03
307651,2012-12-11
307651,2012-12-24
307651,2012-12-28
307651,2013-01-03
307651,2013-01-08
307651,2013-01-16
307651,2013-02-11
307651,2013-03-02
307651,2013-03-04
307651,2013-03-26
307651,2013-04-26
307651,2013-04-29
307651,2013-05-09
307651,2013-05-24
307651,2013-05-27
307651,2013-05-30
307651,2013-06-04
307651,2013-07-09
307651,2013-07-16
307651,2013-07-27
307651,2013-08-01
307651,2013-08-06
307651,2013-08-07
307651,2013-08-11
307651,2013-08-15
307651,2013-08-18
307651,2013-08-23
307651,2013-08-29
307651,2013-08-31
307651,2013-09-04
307651,2013-09-06
307651,2013-09-08
307651,2013-09-16
307651,2013-09-25
307651,2013-11-01
307651,2013-11-04
307651,2013-11-11
307651,2013-11-26
307651,2014-01-04
307651,2014-01-12
307651,2014-01-29
307651,2014-02-03
307651,2014-02-09
307651,2014-04-28
307651,2014-05-06
307651,2014-05-07
307651,2014-05-13
307651,2014-05-15
307651,2014-05-24
307651,2014-05-27
307651,2014-06-02
307651,2014-06-06
307651,2014-06-10
307651,2014-06-13
307651,2014-06-17
307651,2014-06-18
307651,2014-06-20
307651,2014-06-23
307651,2014-06-27
307651,2014-07-02
307651,2014-07-06
307651,2014-07-08
307651,2014-07-10
307651,2014-07-13
307651,2014-07-22
307651,2014-08-06
307651,2014-08-11
307651,2014-09-11
307651,2014-09-15
307651,2014-09-18
307651,2014-09-24
307651,2014-09-29
307651,2014-10-09
307651,2014-12-29
307651,2015-01-02
307651,2015-01-04
307651,2015-01-12
307651,2016-01-28
307651,2016-02-01
307651,2016-02-03
307651,2016-02-08
307651,2016-03-06
307651,2016-03-09
307651,2016-03-15
307651,2016-03-24
307651,2016-06-30
307651,2016-07-13
307651,2016-07-18
307651,2016-08-05
307651,2016-08-07
307651,2016-08-17
307651,2016-08-23
307651,2016-08-26
307651,2016-08-29
307651,2016-09-04
307651,2017-01-12
308611,2015-05-04
308611,2015-05-20
308611,2015-11-29
308611,2016-08-07
308611,2016-09-10
308611,2016-09-25
314213,2012-02-20
314213,2012-03-03
314213,2012-03-17
314213,2012-05-02
314213,2012-05-07
314213,2012-05-11
314213,2012-05-25
314213,2012-05-27
314213,2012-06-09
314213,2012-07-04
314213,2012-07-06
314213,2012-07-08
314213,2012-07-12
314213,2012-07-19
314213,2012-08-11
314213,2012-08-23
314213,2012-08-25
314213,2012-08-29
314213,2012-09-01
314213,2013-02-16
314213,2013-03-11
314213,2013-06-07
314213,2013-09-21
314213,2013-10-13
314213,2013-11-16
314213,2013-12-01
314213,2014-02-16
314213,2014-02-19
314213,2014-03-24
314213,2014-04-11
314213,2014-05-11
314213,2014-05-24
314213,2014-06-06
314213,2014-06-12
314213,2014-06-21
314213,2014-07-12
314213,2014-08-24
314213,2014-09-10
314213,2016-04-27
314213,2016-05-07
314213,2016-06-06
314213,2016-06-20
314213,2016-06-23
314213,2016-06-26
314213,2016-07-20
314213,2016-08-06
314213,2016-08-22
314213,2016-08-30
314213,2016-09-30
314213,2016-10-29
314213,2016-11-09
